Suburb,Postcode,State,Country,Latitude,Longitude
Sydney,1109,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1110,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1112,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1113,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1114,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1115,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1116,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1117,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1118,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1119,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1120,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1121,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1122,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1123,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1124,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1125,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1126,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1127,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1128,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1129,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1130,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1131,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1132,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1133,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1134,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1135,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1136,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1137,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1138,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1139,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1140,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1141,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1142,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1143,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1144,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1145,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1146,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1147,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1148,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1149,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1150,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1151,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1152,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1153,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1154,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1155,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1156,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1157,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1158,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1159,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1160,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1161,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1162,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1163,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1164,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1165,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1166,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1167,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1168,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1169,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1170,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1171,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1172,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1173,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1174,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1175,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1176,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1177,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1178,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1179,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1180,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1181,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1182,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1183,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1184,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1185,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1186,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1187,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1188,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1189,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1190,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1191,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1192,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1193,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1194,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1195,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1196,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1197,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1198,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1199,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1200,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1201,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1202,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1203,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1204,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1205,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1206,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1207,New South Wales,Australia,-33.86784996,151.2073231
Haymarket,1208,New South Wales,Australia,-33.87868192,151.2052631
Australia Square,1209,New South Wales,Australia,-33.86905351,151.2070942
Australia Square,1210,New South Wales,Australia,-33.87067569,151.2067857
Australia Square,1211,New South Wales,Australia,-33.87067569,151.2067857
Australia Square,1212,New South Wales,Australia,-33.87067569,151.2067857
Australia Square,1213,New South Wales,Australia,-33.87067569,151.2067857
Australia Square,1214,New South Wales,Australia,-33.87067569,151.2067857
Australia Square,1215,New South Wales,Australia,-33.87067569,151.2067857
Grosvenor Place,1216,New South Wales,Australia,-33.87067569,151.2067857
Grosvenor Place,1217,New South Wales,Australia,-33.87067569,151.2067857
Grosvenor Place,1218,New South Wales,Australia,-33.87067569,151.2067857
Grosvenor Place,1219,New South Wales,Australia,-33.87067569,151.2067857
Grosvenor Place,1220,New South Wales,Australia,-33.87067569,151.2067857
Royal Exchange,1221,New South Wales,Australia,-33.87067569,151.2067857
Royal Exchange,1222,New South Wales,Australia,-33.87067569,151.2067857
Royal Exchange,1223,New South Wales,Australia,-33.87067569,151.2067857
Royal Exchange,1224,New South Wales,Australia,-33.87067569,151.2067857
Royal Exchange,1225,New South Wales,Australia,-33.87067569,151.2067857
Queen Victoria Building,1226,New South Wales,Australia,-33.87067569,151.2067857
Queen Victoria Building,1227,New South Wales,Australia,-33.87067569,151.2067857
Queen Victoria Building,1228,New South Wales,Australia,-33.87067569,151.2067857
Queen Victoria Building,1229,New South Wales,Australia,-33.87067569,151.2067857
Queen Victoria Building,1230,New South Wales,Australia,-33.87868192,151.2052631
Sydney South,1231,New South Wales,Australia,-33.87868192,151.2052631
Sydney South,1232,New South Wales,Australia,-33.87868192,151.2052631
Sydney South,1233,New South Wales,Australia,-33.87868192,151.2052631
Sydney South,1234,New South Wales,Australia,-33.87868192,151.2052631
Sydney South,1235,New South Wales,Australia,-33.87868192,151.2052631
Haymarket,1236,New South Wales,Australia,-33.87868192,151.2052631
Haymarket,1237,New South Wales,Australia,-33.87868192,151.2052631
Haymarket,1238,New South Wales,Australia,-33.87868192,151.2052631
Haymarket,1239,New South Wales,Australia,-33.87868192,151.2052631
Haymarket,1240,New South Wales,Australia,-33.87868192,151.2052631
Sydney,1291,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1292,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1293,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1294,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1295,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1296,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1297,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1298,New South Wales,Australia,-33.86784996,151.2073231
Sydney,1299,New South Wales,Australia,-33.86784996,151.2073231
Darlinghurst,1300,New South Wales,Australia,-33.8793945,151.2192535
Eastern Suburbs Mc,1311,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1312,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1313,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1314,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1315,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1316,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1317,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1318,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1319,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1320,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1321,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1322,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1323,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1324,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1325,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1326,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1327,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1328,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1329,New South Wales,Australia,-33.87838976,151.2312723
Eastern Suburbs Mc,1330,New South Wales,Australia,-33.86931093,151.2248111
Eastern Suburbs Mc,1331,New South Wales,Australia,-33.86931093,151.2248111
Eastern Suburbs Mc,1332,New South Wales,Australia,-33.86931093,151.2248111
Eastern Suburbs Mc,1333,New South Wales,Australia,-33.86931093,151.2248111
Eastern Suburbs Mc,1334,New South Wales,Australia,-33.86931093,151.2248111
Potts Point,1335,New South Wales,Australia,-33.87131,151.22196
Kings Cross,1340,New South Wales,Australia,-33.8749764,151.2222576
Woollahra,1350,New South Wales,Australia,-33.8878025,151.2368059
Bondi Junction,1355,New South Wales,Australia,-33.89275428,151.2472343
Double Bay,1360,New South Wales,Australia,-33.87782301,151.2435438
Moore Park,1363,New South Wales,Australia,-33.90144,151.21376
Eastern Suburbs Mc,1391,New South Wales,Australia,-33.87838976,151.2312723
Broadway,1401,New South Wales,Australia,-33.94748105,151.152198
Southern Suburbs Mc,1416,New South Wales,Australia,-33.94748105,151.152198
Southern Suburbs Mc,1419,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1420,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1421,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1422,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1423,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1424,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1425,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1426,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1427,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1428,New South Wales,Australia,-33.94748105,151.152198
Strawberry Hills,1429,New South Wales,Australia,-33.94748105,151.152198
Eveleigh,1430,New South Wales,Australia,-33.89558515,151.1923528
Alexandria,1435,New South Wales,Australia,-33.90219393,151.2003708
Waterloo,1440,New South Wales,Australia,-33.9166667,151.2
Rosebery,1445,New South Wales,Australia,-33.9166667,151.2
Camperdown,1450,New South Wales,Australia,-33.889655,151.176424
Botany,1455,New South Wales,Australia,-33.94599446,151.1959076
Mascot,1460,New South Wales,Australia,-33.92598343,151.1934662
Kensington,1465,New South Wales,Australia,-33.9201889,151.2224121
Unsw Sydney,1466,New South Wales,Australia,-33.925,151.2083333
Drummoyne,1470,New South Wales,Australia,-33.85237122,151.1549072
Marrickville,1475,New South Wales,Australia,-33.90317535,151.1517639
Kingsgrove,1480,New South Wales,Australia,-33.93932391,151.0992794
Hurstville Bc,1481,New South Wales,Australia,-33.9686635,151.1108709
Kingsgrove DC,1484,New South Wales,Australia,-33.9686635,151.1108709
Kogarah,1485,New South Wales,Australia,-33.9833333,151.1166667
Kogarah,1487,New South Wales,Australia,-33.9833333,151.1166667
Miranda,1490,New South Wales,Australia,-34.03856659,151.1000519
Hurstville,1493,New South Wales,Australia,-33.97993088,151.0902863
Caringbah,1495,New South Wales,Australia,-34.04726028,151.1205139
Sutherland,1499,New South Wales,Australia,-34.031,151.05532
West Chatswood,1515,New South Wales,Australia,-33.79402,151.16492
Northbridge,1560,New South Wales,Australia,-33.80936813,151.2221985
Milsons Point,1565,New South Wales,Australia,-33.84600372,151.211915
Artarmon,1570,New South Wales,Australia,-33.8166667,151.1833333
Crows Nest,1582,New South Wales,Australia,-33.82649994,151.2019043
Crows Nest,1585,New South Wales,Australia,-33.82649994,151.2019043
St Leonards,1590,New South Wales,Australia,-33.823443,151.198358
Lane Cove,1595,New South Wales,Australia,-33.81570053,151.1667938
Lane Cove,1597,New South Wales,Australia,-33.81570053,151.1667938
Lane Cove DC,1602,New South Wales,Australia,-33.75541622,151.1997582
Hornsby,1630,New South Wales,Australia,-33.70243892,151.0993052
Hornsby Westfield,1635,New South Wales,Australia,-33.7,151.1
Frenchs Forest,1639,New South Wales,Australia,-33.74821037,151.2232173
Frenchs Forest,1640,New South Wales,Australia,-33.74821037,151.2232173
Manly,1655,New South Wales,Australia,-33.79797937,151.2882614
Mona Vale,1658,New South Wales,Australia,-33.67756847,151.3030672
Mona Vale,1660,New South Wales,Australia,-33.67756847,151.3030672
North Ryde Bc,1670,New South Wales,Australia,-33.81505165,151.1288442
North Ryde,1671,New South Wales,Australia,-33.79677,151.124355
Gladesville,1675,New South Wales,Australia,-33.8333333,151.1333333
Ryde,1680,New South Wales,Australia,-33.81880188,151.1062012
West Ryde,1685,New South Wales,Australia,-33.80543,151.07386
Northern Suburbs Mc,1690,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1691,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1692,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1693,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1694,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1695,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1696,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1697,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1698,New South Wales,Australia,-33.75541622,151.1997582
Northern Suburbs Mc,1699,New South Wales,Australia,-33.75541622,151.1997582
Ermington,1700,New South Wales,Australia,-33.81483,151.05467
Rydalmere Bc,1701,New South Wales,Australia,-33.76125841,151.0294368
Epping,1710,New South Wales,Australia,-33.77270853,151.0818386
Epping,1712,New South Wales,Australia,-33.77270853,151.0818386
Pennant Hills,1715,New South Wales,Australia,-33.73783074,151.0721612
Seven Hills,1730,New South Wales,Australia,-33.7833333,150.9333333
Parramatta,1740,New South Wales,Australia,-33.76125841,151.0294368
Parramatta,1741,New South Wales,Australia,-33.76125841,151.0294368
